	Dog_1	Dog_2	Dog_3	Dog_4	Dog_5	Patient_1	Patient_2	all
SVC_ica_emvar-GPDC_AND_ica_mvar-H	0.578301652893	0.966903992108	0.883202479339	0.77354455142	0.977316804408	0.891348439143	0.562851239669	0.856313040952
SVC_ica_emvar-DC_AND_ica_ilingam-causalindex	0.573623966942	0.932993041855	0.8395	0.749208582026	0.969922865014	0.881203151424	0.618305785124	0.842637245007
SVC_ica_emvar-COHphs_AND_ica_lmom-6	0.571454545455	0.964294736879	0.816109504132	0.762188896554	0.946424242424	0.750367075735	0.594214876033	0.835936783191
SVC_ica_emvar-DTFphs_AND_ica_mvar-GPDC	0.566421487603	0.986739400277	0.848524793388	0.808031819348	0.972066115702	0.865581722199	0.597727272727	0.860466403646
SVC_ica_emvar-PDC_AND_ica_emvar-eDPDC	0.559181818182	0.965266563904	0.815768595041	0.73605784003	0.97226446281	0.824873451712	0.467314049587	0.838128115729
SVC_ica_ampcorrcoef-delta-eig_AND_ica_ampcorrcoef-high_gamma-eig	0.439590909091	0.737678982622	0.832024793388	0.743562147373	0.779746556474	0.799856597651	0.651033057851	0.778058078723
SVC_ica_ampcorrcoef-low_gamma-eig_AND_ica_mvar-S	0.705923553719	0.983645192959	0.822884297521	0.708046649271	0.934710743802	0.75958253348	0.663099173554	0.852955775759
SVC_ica_emvar-DC_AND_ica_emvar-ePDCphs	0.540417355372	0.929765812909	0.817059917355	0.737038081241	0.974738292011	0.813402692079	0.495619834711	0.825980365171
SVC_ica_emvar-DCphs_AND_ica_emvar-Sphs	0.580173553719	0.980239730809	0.837611570248	0.799326988126	0.962903581267	0.814435360391	0.602479338843	0.854367831911
SVC_ica_emvar-eS_AND_ica_emvar-PCOH	0.623502066116	0.994981515023	0.842433884298	0.711813382922	0.946110192837	0.821439793866	0.70673553719	0.856492950424
SVC_ica_emvar-ARF_AND_ica_lmom-1	0.472181818182	0.986647695225	0.825518595041	0.771216886783	0.979101928375	0.789865567439	0.462190082645	0.854884393064
SVC_ica_emvar-PDCphs_AND_ica_emvar-PCOHphs	0.594280991736	0.985468940189	0.819095041322	0.815050838307	0.964600550964	0.799508089949	0.486425619835	0.864740954828
SVC_ica_emvar-PCOHphs_AND_ica_mvar-COH	0.620838842975	0.992587766664	0.762814049587	0.754378626249	0.969068870523	0.782312662827	0.530392561983	0.851107135211
SVC_ica_FFTcorrcoefeig_AND_ica_lmom-3	0.567661157025	0.825126947401	0.754280991736	0.632091085717	0.63008815427	0.742989853284	0.596074380165	0.715342462611
SVC_ica_ilingam-causalorder_AND_ica_pwling5	0.680859504132	0.418123610126	0.543429752066	0.616797803172	0.52852892562	0.548966760364	0.470165289256	0.604374713276
SVC_ica_mvar-COHphs_AND_ica_mvar-PCOHphs	0.59255785124	0.976336201762	0.844154958678	0.77862721574	0.957250688705	0.761186525892	0.492169421488	0.857354191516
SVC_ica_corrcoefeig_AND_ica_lmom-3	0.62958677686	0.794191283721	0.693752066116	0.675612742403	0.759685950413	0.693110402669	0.648140495868	0.732563537939
SVC_ica_ampcorrcoef-delta_AND_ica_emvar-ePCOH	0.614109504132	0.990080471676	0.915185950413	0.74804165042	0.94652892562	0.822562445724	0.656487603306	0.871442028321
SVC_ica_ilingam-causalorder_AND_ica_mvar-S	0.717708677686	0.984178610674	0.823636363636	0.706383531788	0.932330578512	0.781035753462	0.663884297521	0.855310273114
SVC_ica_mvar-DC_AND_ica_pwling4	0.590157024793	0.964318205484	0.843462809917	0.766757745718	0.978214876033	0.874193004708	0.612603305785	0.851650839527
SVC_ica_mvar-Sphs_AND_ica_xcorr-ypeak	0.568632231405	0.965331250478	0.850491735537	0.755272987213	0.946319559229	0.740477455551	0.599958677686	0.842903400924
SVC_ica_mvar-DCphs_AND_ica_mvar-P	0.586363636364	0.990831220502	0.855954545455	0.827761748131	0.979760330579	0.839069427305	0.638512396694	0.87352815243
SVC_ica_mvar-DC_AND_ica_phase-alpha-dif	0.590582644628	0.969356954319	0.831533057851	0.769863331434	0.978809917355	0.907989681887	0.578388429752	0.852653377986
SVC_ica_mvar-DC_AND_ica_mvar-PDC	0.587475206612	0.97622640222	0.877185950413	0.775420786552	0.979537190083	0.896347525024	0.521280991736	0.860722696272
SVC_ica_coher_logf_AND_ica_FFT	0.607613636364	0.994925629176	0.773561983471	0.669523842849	0.971895316804	0.750362790804	0.68347107438	0.85297940178
SVC_ica_ampcorrcoef-beta-eig_AND_ica_pib	0.714553719008	0.876195567629	0.889702479339	0.730554739077	0.935482093664	0.849090452032	0.70632231405	0.836945820717
